"","country","countrynumber","year","legelec","preselec","regime","regime_leg","eighties","nineties","old","avemag","districts","eneg","enep","enep_others","enep1","enpp","enpp_others","enpp1","enpres","medmag","newdem","proximity1","proximity2","seats","upperseats","uppertier","twoelections","twoelections1"
"404","Israel",84,1959,1,0,0,0,0,0,1,120,1,2.10763,5.17,3.4,5.205,4.92,0,4.92,0,120,0,0,0,120,0,0,0,0
"405","Israel",84,1961,1,0,0,0,0,0,1,120,1,2.10763,5.51,0.7,5.51,5.37,0,5.37,0,120,0,0,0,120,0,0,0,0
"406","Israel",84,1965,1,0,0,0,0,0,1,120,1,2.10763,4.92,1.9,4.93,5.37,0,5.37,0,120,0,0,0,120,0,0,0,0
"407","Israel",84,1969,1,0,0,0,0,0,1,120,1,2.10763,3.63,1.2,3.63,3.57,0,3.57,0,120,0,0,0,120,0,0,0,0
"408","Israel",84,1973,1,0,0,0,0,0,1,120,1,2.10763,3.81,5.1,3.845,3.35,0,3.35,0,120,0,0,0,120,0,0,0,0
"409","Israel",84,1977,1,0,0,0,0,0,1,120,1,2.10763,5.01,2.7,5.025,4.37,0,4.37,0,120,0,0,0,120,0,0,0,0
"410","Israel",84,1981,1,0,0,0,0,0,1,120,1,2.10763,3.56,5.2,3.585,3.13,0,3.13,0,120,0,0,0,120,0,0,0,0
"411","Israel",84,1984,1,0,0,0,1,0,1,120,1,2.10763,4.3,2.9,4.315,3.86,0,3.86,0,120,0,0,0,120,0,0,0,0
"412","Israel",84,1988,1,0,0,0,0,0,1,120,1,2.10763,5.01,2.4,5.025,4.38,0,4.38,0,120,0,0,0,120,0,0,0,0
"413","Israel",84,1992,1,0,0,0,0,0,1,120,1,2.10763,4.87,4.8,4.91,4.39,0,4.39,0,120,0,0,0,120,0,0,0,0
"414","Israel",84,1996,1,0,0,0,0,1,1,120,1,2.10763,5.85,0.3,5.85,5.62,0,5.62,0,120,0,0,0,120,0,0,0,0
"415","Israel",84,1999,1,0,0,0,0,0,1,120,1,2.10763,9.74,6.7,10.115,8.69,0,8.69,0,120,0,0,0,120,0,0,0,0
"416","Italy",114,1948,1,0,0,0,0,0,1,18.52,31,1.04123,2.94,1.1,2.94,2.88,0.2,2.88,0,NA,1,0,0,574,NA,NA,0,0
"417","Italy",114,1953,1,0,0,0,0,0,1,19.03,31,1.04123,4.17,2.2,4.18,3.54,0,3.54,0,NA,0,0,0,590,NA,NA,0,0
"418","Italy",114,1958,1,0,0,0,0,0,1,18.63,32,1.04123,3.87,0.3,3.87,3.46,0,3.46,0,NA,0,0,0,596,NA,NA,0,0
"419","Italy",114,1963,1,0,0,0,0,0,1,19.69,32,1.04123,4.15,0.9,4.15,3.74,0,3.74,0,NA,0,0,0,630,NA,NA,0,0
"420","Italy",114,1968,1,0,0,0,0,0,1,19.69,32,1.04123,3.95,0.9,3.95,3.53,0,3.53,0,NA,0,0,0,630,NA,NA,0,0
"421","Italy",114,1972,1,0,0,0,0,0,1,19.69,32,1.04123,4.07,0.5,4.07,3.55,0,3.55,0,24,0,0,0,630,66,10.5,0,0
"422","Italy",114,1976,1,0,0,0,0,0,1,19.69,32,1.04123,3.39,0.2,3.39,3.17,0.2,3.17,0,23,0,0,0,630,60,9.5,0,0
"423","Italy",114,1979,1,0,0,0,0,0,1,19.69,32,1.04123,3.91,1.6,3.91,3.47,0,3.47,0,23,0,0,0,630,76,12.1,0,0
"424","Italy",114,1983,1,0,0,0,1,0,1,19.69,32,1.04123,4.51,0.3,4.51,4.11,0,4.11,0,24,0,0,0,630,75,11.9,0,0
"425","Italy",114,1987,1,0,0,0,0,0,1,19.69,32,1.04123,4.61,0.7,4.61,4.08,0,4.08,0,22,0,0,0,630,91,14.4,0,0
"426","Italy",114,1992,1,0,0,0,0,0,1,19.69,32,1.04123,6.56,3.7,6.62,5.73,0,5.73,0,25,0,0,0,630,125,19.8,0,0
"427","Italy",114,1994,1,0,0,0,0,0,1,1,475,1.04123,7.57,0,7.57,7.59,0,7.59,0,1,0,0,0,630,155,24.6,0,0
"428","Italy",114,1996,1,0,0,0,0,1,1,1,475,1.04123,7.05,1.1,7.06,6.07,0,6.07,0,1,0,0,0,630,155,24.6,0,0
"429","Jamaica",60,1962,1,0,0,0,0,0,1,1,45,1.19962,2.06,0.5,2.06,1.95,0,1.95,0,1,1,0,0,45,0,0,0,0
"430","Jamaica",60,1967,1,0,0,0,0,0,1,1,53,1.19962,2.01,0.3,2.01,1.89,0,1.89,0,1,0,0,0,53,0,0,0,0
"431","Jamaica",60,1972,1,0,0,0,0,0,1,1,53,1.19962,1.97,0.2,1.97,1.73,0,1.73,0,1,0,0,0,53,0,0,0,0
"432","Jamaica",60,1976,1,0,0,0,0,0,1,1,60,1.19962,1.96,0,1.96,1.51,0,1.51,0,1,0,0,0,60,0,0,0,0
"433","Jamaica",60,1980,1,0,0,0,0,0,1,1,60,1.19962,1.94,0.1,1.94,1.34,0,1.34,0,1,0,0,0,60,0,0,0,0
"434","Jamaica",60,1983,1,0,0,0,0,0,1,1,60,1.19962,1.23,6,1.23,1,0,1,0,1,0,0,0,60,0,0,0,0
"435","Jamaica",60,1989,1,0,0,0,1,0,1,1,60,1.19962,1.97,0.1,1.97,1.6,0,1.6,0,1,0,0,0,60,0,0,0,0
"436","Jamaica",60,1993,1,0,0,0,0,1,1,1,60,1.19962,1.91,0,1.91,1.26,0,1.26,0,1,0,0,0,60,0,0,0,0
"437","Jamaica",60,1997,1,0,0,0,0,0,1,1,60,1.19962,2.14,0,2.14,1.38,0,1.38,0,1,0,0,0,60,0,0,0,0
"438","Japan",85,1947,1,0,0,0,0,0,1,3.98,117,1.01211,4.54,10.1,4.61,3.87,5.6,3.89,0,NA,1,0,0,466,0,0,0,0
"439","Japan",85,1949,1,0,0,0,0,0,1,3.98,117,1.01211,3.85,13.1,3.945,2.67,6.4,2.68,0,NA,0,0,0,466,0,0,0,0
"440","Japan",85,1952,1,0,0,0,0,0,1,3.98,117,1.01211,3.37,8.1,3.41,2.96,4.1,2.97,0,NA,0,0,0,466,0,0,0,0
"441","Japan",85,1953,1,0,0,0,0,0,1,3.98,117,1.01211,4.29,5.3,4.31,3.77,2.8,3.78,0,NA,0,0,0,466,0,0,0,0
"442","Japan",85,1955,1,0,0,0,0,0,1,3.96,118,1.01211,3.99,5.4,4.01,3.66,2.2,3.66,0,NA,0,0,0,467,0,0,0,0
"443","Japan",85,1958,1,0,0,0,0,0,1,3.96,118,1.01211,2.17,5.3,2.18,1.87,0.2,1.87,0,4,0,0,0,467,0,0,0,0
"444","Japan",85,1960,1,0,0,0,0,0,1,3.96,118,1.01211,2.37,2.8,2.37,1.97,0.6,1.97,0,4,0,0,0,467,0,0,0,0
"445","Japan",85,1963,1,0,0,0,0,0,1,3.96,118,1.01211,2.46,3.5,2.465,2.02,0.2,2.02,0,4,0,0,0,467,0,0,0,0
"446","Japan",85,1967,1,0,0,0,0,0,1,3.95,123,1.01211,3,5.2,3.01,2.37,1,2.37,0,4,0,0,0,486,0,0,0,0
"447","Japan",85,1969,1,0,0,0,0,0,1,3.95,123,1.01211,3.22,3.9,3.22,2.33,0.6,2.33,0,4,0,0,0,486,0,0,0,0
"448","Japan",85,1972,1,0,0,0,0,0,1,3.96,124,1.01211,3.25,3.2,3.255,2.48,0,2.48,0,4,0,0,0,491,0,0,0,0
"449","Japan",85,1976,1,0,0,0,0,0,1,3.93,130,1.01211,3.84,3.8,3.85,2.97,1,2.97,0,4,0,0,0,511,0,0,0,0
"450","Japan",85,1979,1,0,0,0,0,0,1,3.93,130,1.01211,3.62,3.1,3.63,3.09,1,3.09,0,4,0,0,0,511,0,0,0,0
"451","Japan",85,1980,1,0,0,0,0,0,1,3.93,130,1.01211,3.38,2.6,3.385,2.69,1.2,2.69,0,4,0,0,0,511,0,0,0,0
"452","Japan",85,1983,1,0,0,0,0,0,1,3.93,130,1.01211,3.48,2.8,3.49,3.04,0.6,3.04,0,4,0,0,0,511,0,0,0,0
"453","Japan",85,1986,1,0,0,0,1,0,1,3.94,130,1.01211,3.28,4.4,3.295,2.51,0.4,2.51,0,4,0,0,0,512,0,0,0,0
"454","Japan",85,1990,1,0,0,0,0,0,1,3.94,130,1.01211,3.29,6.2,3.335,2.52,0.4,2.52,0,4,0,0,0,512,0,0,0,0
"455","Japan",85,1993,1,0,0,0,0,0,1,3.96,129,1.01211,4.96,4.6,4.995,3.94,2.3,3.95,0,NA,0,0,0,511,0,0,0,0
"456","Japan",85,1996,1,0,0,0,0,1,1,1,300,1.01211,3.89,6.7,3.915,2.94,2,2.94,0,1,0,0,0,500,200,40,0,0
"457","Japan",85,2000,1,0,0,0,0,0,1,1,300,1.01211,3.76,8.2,3.8,3.16,4.3,3.17,0,1,0,0,0,480,180,37.5,0,0
"468","Korea, South (Rep.)",87,2000,1,0,0,0,0,0,1,1,227,1.00401,3.32,11.7,3.405,2.39,1.8,2.39,2.86,1,0,0.2,0,273,46,16.8,0,0
"NA.22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Luxembourg",115,1954,1,0,0,0,0,0,1,13,4,NA,3,0,3,2.68,0,2.68,0,NA,1,0,0,52,0,0,0,0
"489","Luxembourg",115,1959,1,0,0,0,0,0,1,13,4,NA,3.26,0.5,3.26,3.14,0,3.14,0,16,0,0,0,52,0,0,0,0
"490","Luxembourg",115,1964,1,0,0,0,0,0,1,14,4,NA,3.5,0,3.5,3.17,0,3.17,0,18,0,0,0,56,0,0,0,0
"491","Luxembourg",115,1968,1,0,0,0,0,0,1,14,4,NA,3.49,0,3.49,3.41,0,3.41,0,18,0,0,0,56,0,0,0,0
"492","Luxembourg",115,1974,1,0,0,0,0,0,1,14.8,4,NA,4.26,1,4.26,4.06,0,4.06,0,20,0,0,0,59,0,0,0,0
"493","Luxembourg",115,1979,1,0,0,0,0,0,1,14.8,4,NA,4.16,0.4,4.16,3.46,0,3.46,0,20,0,0,0,59,0,0,0,0
"494","Luxembourg",115,1984,1,0,0,0,1,0,1,16,4,NA,3.56,0.2,3.56,3.22,0,3.22,0,23,0,0,0,64,0,0,0,0
"495","Luxembourg",115,1989,1,0,0,0,0,0,1,15,4,NA,4.65,1.1,4.655,3.77,0,3.77,0,21,0,0,0,60,0,0,0,0
"496","Luxembourg",115,1994,1,0,0,0,0,1,1,15,4,NA,4.66,5.4,4.71,3.9,0,3.9,0,21,0,0,0,60,0,0,0,0
"497","Luxembourg",115,1999,1,0,0,0,0,0,1,15,4,NA,4.62,0.7,4.62,4.34,0,4.34,0,21,0,0,0,60,0,0,0,0
"NA.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Malta",116,1966,1,0,0,0,0,0,1,5,10,NA,2.39,0.3,2.39,1.97,0,1.97,0,5,1,0,0,50,0,0,0,0
"507","Malta",116,1971,1,0,0,0,0,0,1,5.5,10,NA,2.04,0.1,2.04,2,0,2,0,6,0,0,0,55,0,0,0,0
"508","Malta",116,1976,1,0,0,0,0,0,1,5,13,NA,2,0,2,2,0,2,0,5,0,0,0,65,0,0,0,0
"509","Malta",116,1981,1,0,0,0,0,0,1,5,13,NA,2,0,2,2,0,2,0,5,0,0,0,65,0,0,0,0
"511","Malta",116,1992,1,0,0,0,0,0,1,5,13,NA,2.06,0,2.06,2,0,2,0,5,0,0,0,65,0,0,0,0
"513","Malta",116,1998,1,0,0,0,0,0,1,5,13,NA,2.04,0,2.04,1.99,0,1.99,0,5,0,0,0,65,0,0,0,0
"NA.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Myanmar",91,1956,1,0,0,0,0,0,1,1,250,2.0899,3.05,7.2,3.09,2.39,NA,NA,0,NA,0,0,0,250,0,0,0,0
"NA.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Netherlands",117,1946,1,0,0,0,0,0,1,100,1,1.08319,4.68,1,4.68,4.47,0,4.47,0,100,0,0,0,100,0,0,0,0
"555","Netherlands",117,1948,1,0,0,0,0,0,1,100,1,1.08319,4.98,1.6,4.985,4.68,0,4.68,0,100,0,0,0,100,0,0,0,0
"556","Netherlands",117,1952,1,0,0,0,0,0,1,100,1,1.08319,4.99,1.4,5,4.65,0,4.65,0,100,0,0,0,100,0,0,0,0
"557","Netherlands",117,1956,1,0,0,0,0,0,1,150,1,1.08319,4.26,0.8,4.26,4.07,0,4.07,0,150,0,0,0,150,0,0,0,0
"558","Netherlands",117,1959,1,0,0,0,0,0,1,150,1,1.08319,4.46,0.6,4.46,4.14,0,4.14,0,150,0,0,0,150,0,0,0,0
"559","Netherlands",117,1963,1,0,0,0,0,0,1,150,1,1.08319,4.79,1.6,4.8,4.5,0,4.5,0,150,0,0,0,150,0,0,0,0
"560","Netherlands",117,1967,1,0,0,0,0,0,1,150,1,1.08319,6.2,2.6,6.21,5.71,0,5.71,0,150,0,0,0,150,0,0,0,0
"561","Netherlands",117,1971,1,0,0,0,0,0,1,150,1,1.08319,7.09,2.1,7.11,6.4,0,6.4,0,150,0,0,0,150,0,0,0,0
"562","Netherlands",117,1972,1,0,0,0,0,0,1,150,1,1.08319,6.85,0.6,6.85,6.41,0,6.41,0,150,0,0,0,150,0,0,0,0
"563","Netherlands",117,1977,1,0,0,0,0,0,1,150,1,1.08319,3.96,0.9,3.96,3.7,0,3.7,0,150,0,0,0,150,0,0,0,0
"564","Netherlands",117,1981,1,0,0,0,0,0,1,150,1,1.08319,4.56,0.7,4.56,4.3,0,4.3,0,150,0,0,0,150,0,0,0,0
"565","Netherlands",117,1982,1,0,0,0,0,0,1,150,1,1.08319,4.23,1.4,4.24,4.02,0,4.02,0,150,0,0,0,150,0,0,0,0
"566","Netherlands",117,1986,1,0,0,0,1,0,1,150,1,1.08319,3.77,1.1,3.77,3.49,0,3.49,0,150,0,0,0,150,0,0,0,0
"567","Netherlands",117,1989,1,0,0,0,0,0,1,150,1,1.08319,3.9,0.9,3.9,3.75,0,3.75,0,150,0,0,0,150,0,0,0,0
"568","Netherlands",117,1994,1,0,0,0,0,1,1,150,1,1.08319,5.7,1.8,5.71,5.41,0,5.41,0,150,0,0,0,150,0,0,0,0
"569","Netherlands",117,1998,1,0,0,0,0,0,1,150,1,1.08319,5.13,2,5.14,4.81,0,4.81,0,150,0,0,0,150,0,0,0,0
"570","New Zealand",131,1946,1,0,0,0,0,0,1,1,80,1.57101,2.01,0.2,2.01,2,0,2,0,1,0,0,0,80,0,0,0,0
"571","New Zealand",131,1949,1,0,0,0,0,0,1,1,80,1.57101,2.03,0.6,2.03,1.96,0,1.96,0,1,0,0,0,80,0,0,0,0
"572","New Zealand",131,1951,1,0,0,0,0,0,1,1,80,1.57101,1.99,0.1,1.99,1.88,0,1.88,0,1,0,0,0,80,0,0,0,0
"573","New Zealand",131,1954,1,0,0,0,0,0,1,1,80,1.57101,2.48,0.4,2.48,1.97,0,1.97,0,1,0,0,0,80,0,0,0,0
"574","New Zealand",131,1957,1,0,0,0,0,0,1,1,80,1.57101,2.3,0.2,2.3,1.99,0,1.99,0,1,0,0,0,80,0,0,0,0
"575","New Zealand",131,1960,1,0,0,0,0,0,1,1,80,1.57101,2.37,0.2,2.37,1.96,0,1.96,0,1,0,0,0,80,0,0,0,0
"576","New Zealand",131,1963,1,0,0,0,0,0,1,1,80,1.57101,2.39,1,2.39,1.97,0,1.97,0,1,0,0,0,80,0,0,0,0
"577","New Zealand",131,1966,1,0,0,0,0,0,1,1,80,1.57101,2.61,0.3,2.61,2.02,0,2.02,0,1,0,0,0,80,0,0,0,0
"578","New Zealand",131,1969,1,0,0,0,0,0,1,1,84,1.57101,2.45,1.5,2.45,1.99,0,1.99,0,1,0,0,0,84,0,0,0,0
"579","New Zealand",131,1972,1,0,0,0,0,0,1,1,87,1.57101,2.43,1.5,2.43,1.87,0,1.87,0,1,0,0,0,87,0,0,0,0
"580","New Zealand",131,1975,1,0,0,0,0,0,1,1,87,1.57101,2.55,0.2,2.55,1.87,0,1.87,0,1,0,0,0,87,0,0,0,0
"581","New Zealand",131,1978,1,0,0,0,0,0,1,1,92,1.57101,2.87,1.3,2.87,2.02,0,2.02,0,1,0,0,0,92,0,0,0,0
"582","New Zealand",131,1981,1,0,0,0,0,0,1,1,92,1.57101,2.89,1.4,2.89,2.08,0,2.08,0,1,0,0,0,92,0,0,0,0
"583","New Zealand",131,1984,1,0,0,0,1,0,1,1,95,1.57101,2.99,0.7,2.99,1.98,0,1.98,0,1,0,0,0,95,0,0,0,0
"584","New Zealand",131,1987,1,0,0,0,0,0,1,1,97,1.57101,2.34,1.4,2.34,1.94,0,1.94,0,1,0,0,0,97,0,0,0,0
"585","New Zealand",131,1990,1,0,0,0,0,0,1,1,97,1.57101,2.78,2.2,2.78,1.76,0,1.76,0,1,0,0,0,97,0,0,0,0
"586","New Zealand",131,1993,1,0,0,0,0,0,1,1,99,1.57101,3.52,1.7,3.525,2.16,0,2.16,0,1,0,0,0,99,0,0,0,0
"587","New Zealand",131,1996,1,0,0,0,0,1,1,1,65,1.57101,4.39,1.6,4.39,3.76,0,3.76,0,1,0,0,0,120,55,45.8,0,0
"588","New Zealand",131,1999,1,0,0,0,0,0,1,1,65,1.57101,3.86,1.4,3.86,3.45,0,3.45,0,1,0,0,0,120,55,45.8,0,0
"NA.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","Nigeria",33,1964,1,0,0,0,0,0,1,1,469,5.12295,3.91,2.2,3.92,2.85,0,2.85,0,1,1,0,0,469,0,0,0,0
"NA.28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","Norway",118,1949,1,0,0,0,0,0,1,5.17,29,1.10803,3.76,0,3.76,2.67,0,2.67,0,NA,0,0,0,150,0,0,0,0
"598","Norway",118,1953,1,0,0,0,0,0,1,7.5,20,1.10803,3.53,0,3.53,3.09,0,3.09,0,NA,0,0,0,150,0,0,0,0
"599","Norway",118,1957,1,0,0,0,0,0,1,7.5,20,1.10803,3.44,0.2,3.44,2.99,0,2.99,0,NA,0,0,0,150,0,0,0,0
"600","Norway",118,1961,1,0,0,0,0,0,1,7.5,20,1.10803,3.59,0.2,3.59,3.22,0,3.22,0,8,0,0,0,150,0,0,0,0
"601","Norway",118,1965,1,0,0,0,0,0,1,7.5,20,1.10803,3.9,0,3.9,3.51,0,3.51,0,8,0,0,0,150,0,0,0,0
"602","Norway",118,1969,1,0,0,0,0,0,1,7.5,20,1.10803,3.61,0.2,3.61,3.18,0,3.18,0,8,0,0,0,150,0,0,0,0
"603","Norway",118,1973,1,0,0,0,0,0,1,8.16,19,1.10803,4.63,0.9,4.63,4.14,0,4.14,0,10,0,0,0,155,0,0,0,0
"604","Norway",118,1977,1,0,0,0,0,0,1,8.16,19,1.10803,3.85,0.9,3.85,2.97,0,2.97,0,10,0,0,0,155,0,0,0,0
"605","Norway",118,1981,1,0,0,0,0,0,1,8.16,19,1.10803,3.92,0.9,3.92,3.2,0,3.2,0,10,0,0,0,155,0,0,0,0
"606","Norway",118,1985,1,0,0,0,1,0,1,8.26,19,1.10803,3.63,0.9,3.63,3.09,0,3.09,0,10,0,0,0,157,0,0,0,0
"607","Norway",118,1989,1,0,0,0,0,0,1,8.26,19,1.10803,4.84,0.7,4.84,4.23,0,4.23,0,10,0,0,0,165,8,4.8,0,0
"608","Norway",118,1993,1,0,0,0,0,1,1,8.26,19,1.10803,4.74,1.4,4.74,4.04,0,4.04,0,10,0,0,0,165,8,4.8,0,0
"609","Norway",118,1997,1,0,0,0,0,0,1,8.26,19,1.10803,5.07,0,5.07,4.36,0,4.36,0,10,0,0,0,165,8,4.8,0,0
"610","Pakistan",93,1977,1,0,1,0,0,0,1,1,200,2.13721,2.04,4.2,2.045,1.58,4,1.58,0,1,1,0,0,200,0,0,0,0
"612","Pakistan",93,1990,1,0,0,0,0,0,1,1,207,2.13721,3.44,11.8,3.565,3.07,10.6,3.18,0,1,0,0,0,207,0,0,0,0
"613","Pakistan",93,1993,1,0,0,0,0,1,1,1,207,2.13721,3.2,9.5,3.26,3.15,7.7,3.21,0,1,0,0,0,207,0,0,0,0
"NA.29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","Panama",63,1960,1,1,0,0,0,0,1,5.3,10,2.02716,4.71,0,4.71,5.11,0,5.11,2.85,NA,0,1,1,53,0,0,0,0
"NA.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NA.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","Panama",63,1994,1,1,0,0,0,1,1,1.78,40,2.02716,8.64,0,8.64,4.33,0,4.33,5.56,NA,0,1,1,71,0,0,0,0
"624","Panama",63,1999,1,1,0,0,0,0,1,1.78,40,2.02716,5.68,0,5.68,3.26,0,3.26,4.74,2,0,1,1,71,0,0,0,0
"NA.34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","Peru",74,1962,1,1,1,0,0,0,1,7.58,24,2.76167,3.39,0,3.39,NA,NA,NA,3.4,NA,0,1,1,182,0,0,0,0
"632","Peru",74,1963,1,1,0,0,0,0,1,5.79,24,2.76167,2.98,0,2.98,3.54,2.2,3.54,2.98,7,1,1,1,139,0,0,0,0
"633","Peru",74,1980,1,1,0,0,0,0,1,7.5,24,2.76167,4.16,3.44,4.18,2.46,0,2.46,3.45,10,1,1,1,180,0,0,0,0
"634","Peru",74,1985,1,1,0,0,1,0,1,6.92,25,2.76167,3.02,1.22,3.02,2.31,0,2.31,2.76,9,0,1,1,180,0,0,0,0
"635","Peru",74,1990,1,1,1,0,0,1,1,6.92,26,2.76167,5.02,2.48,5.035,4.04,0,4.04,3.99,NA,0,1,1,180,0,0,0,0
"636","Philippines",94,1946,1,1,0,0,0,0,1,1,98,1.19155,3.32,4.1,3.335,2.91,5.1,2.93,2,1,0,1,1,98,0,0,0,0
"637","Philippines",94,1949,1,0,0,0,0,0,1,1,100,1.19155,2.44,1.8,2.445,2.12,1,2.12,2.43,1,0,0.6,0,100,0,0,0,0
"638","Philippines",94,1953,1,1,0,0,0,0,1,1,102,1.19155,2.56,4.5,2.565,2.28,1,2.28,1.75,1,0,1,1,102,0,0,0,0
"639","Philippines",94,1957,1,1,0,0,0,0,1,1,102,1.19155,2.14,3.6,2.14,1.47,0,1.47,3.36,1,0,1,1,102,0,0,0,0
"640","Philippines",94,1961,1,1,0,0,0,0,1,1,104,1.19155,2.05,5.2,2.055,1.71,1,1.71,1.98,1,0,1,1,104,0,0,0,0
"641","Philippines",94,1965,1,1,1,0,0,0,1,1,104,1.19155,2.26,6.4,2.28,2.04,4.9,2.05,2.19,1,0,1,1,104,0,0,0,0
"NA.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Philippines",94,1992,1,1,0,0,0,0,1,1,200,1.19155,4.52,14.3,4.91,3.75,2.5,3.75,5.84,1,0,1,1,200,0,0,0,0
"644","Philippines",94,1995,1,0,0,0,0,1,1,1,204,1.19155,4.69,8.6,4.805,3.54,10.3,3.62,5.84,1,0,0,0,204,0,0,0,0
"645","Philippines",94,1998,1,1,0,0,0,0,1,1,208,1.19155,3.1,5.4,3.12,3.02,8.6,3.08,4.35,1,0,1,1,260,52,20,0,0
"649","Portugal",120,1976,1,1,0,0,0,0,1,12.95,20,1.04123,4,1.7,4,3.43,0,3.43,2.31,15,1,1,1,259,0,0,0,0
"650","Portugal",120,1979,1,0,0,0,0,0,1,12.3,20,1.04123,3,1,3.01,2.54,0,2.54,2.31,15,0,0.5,0,246,0,0,0,0
"651","Portugal",120,1980,1,1,0,0,0,0,1,12.3,20,1.04123,2.88,1.5,2.89,2.51,0,2.51,2.08,15,0,1,1,246,0,0,0,0
"652","Portugal",120,1983,1,0,0,0,1,0,1,12.3,20,1.04123,3.73,1.2,3.74,3.41,0,3.41,2.08,16,0,0,0,246,0,0,0,0
"653","Portugal",120,1985,1,0,0,0,0,0,1,12.3,20,1.04123,4.77,0.6,4.77,4.26,0,4.26,2.08,16,0,0.67,0,246,0,0,0,0
"654","Portugal",120,1987,1,0,0,0,0,0,1,12.3,20,1.04123,2.98,0.7,2.98,2.37,0,2.37,3.05,17,0,0.6,0,246,0,0,0,0
"655","Portugal",120,1991,1,1,0,0,0,0,1,11.3,20,1.04123,2.86,0,2.86,2.24,0,2.24,1.87,16,0,1,1,226,0,0,0,0
"656","Portugal",120,1995,1,0,0,0,0,1,1,11.3,20,1.04123,3.09,0,3.09,2.55,0,2.55,1.87,16,0,0.6,0,226,0,0,0,0
"657","Portugal",120,1999,1,0,0,0,0,0,1,11.3,20,1.04123,3.19,0,3.19,2.62,0,2.62,1.99,16,0,0.5,0,226,0,0,0,0
"NA.36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Somalia",38,1964,1,0,0,0,0,0,1,2.62,47,5.31067,3.02,6.2,3.05,2.72,3.3,2.72,0,NA,1,0,0,123,0,0,0,0
"NA.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Spain",122,1977,1,0,0,0,0,0,1,6.73,52,2.00869,4.29,3.1,4.31,2.92,0.3,2.92,0,7,1,0,0,350,0,0,0,0
"687","Spain",122,1979,1,0,0,0,0,0,1,6.73,52,2.00869,4.25,4,4.28,2.81,0,2.81,0,7,0,0,0,349,0,0,0,0
"688","Spain",122,1982,1,0,0,0,0,0,1,6.73,52,2.00869,3.18,2.3,3.19,2.33,0,2.33,0,7,0,0,0,350,0,0,0,0
"689","Spain",122,1986,1,0,0,0,1,0,1,6.73,52,2.00869,3.59,3,3.6,3.02,0,3.02,0,7,0,0,0,350,0,0,0,0
"690","Spain",122,1989,1,0,0,0,0,0,1,6.73,52,2.00869,4.08,1,4.08,2.85,0,2.85,0,7,0,0,0,348,0,0,0,0
